1,9.812445
2,1.0100665
4,18.667658
5,6.1515827
6,1.3878026
7,6.4409156
8,2.6112306
10,4.660747
12,3.7209914
14,12.741165
15,1.883573
17,3.0410388
18,5.1986914
20,10.300639
21,8.369703
22,5.708138
26,3.447111
30,2.0729764
34,5.036187
37,0.7805272
45,0.9275606
46,3.0297654
49,1.435935
51,6.3003564
52,5.163505
54,2.0737002
55,2.9076908
56,3.813692
59,3.9748461
60,13.356406
63,0.51092774
64,14.689186
65,11.671455
66,7.67333
68,9.699496
71,5.229726
74,3.7354033
75,7.346428
76,4.081602
78,8.490866
81,7.9014387
85,1.9436169
89,5.310739
90,0.9459397
92,3.6772413
93,4.0878005
96,24.339603
97,2.7512176
100,8.829878
101,3.4955678
102,10.063527
103,4.2746973
106,3.924168
107,6.3019466
108,8.046004
112,5.28141
113,1.435935
114,1.8337717
116,7.634431
118,1.4052626
120,1.6125696
122,0.05421093
124,10.063475
126,110.695404
132,8.245682
134,4.3821177
135,9.720889
136,1.5688396
137,7.8916216
140,3.6810699
141,1.2072
142,3.4430854
144,13.545573
145,9.832911
146,2.89261
150,4.1595902
153,6.6407204
154,6.7745576
155,1.6233773
157,2.4133453
158,7.2551427
159,2.6112306
160,11.268602
162,-0.30568492
164,36.477005
167,7.4310613
168,5.706455
170,0.732385
171,4.0609035
172,1.3482025
173,7.989319
175,0.3999821
176,1.673943
179,13.92687
181,4.982565
186,6.5981855
188,7.586952
190,1.3459835
191,1.6447258
194,8.468138
195,6.252074
196,2.0315857
198,1.5718908
200,20.005114
205,6.9310756
206,2.6873028
208,16.456152
210,3.020892
211,5.526349
213,2.5569518
219,5.523742
220,13.92687
221,18.111338
224,12.427268
225,0.16482358
229,10.5422735
230,0.7782163
231,5.706455
233,4.702483
235,3.8667552
236,6.4123783
238,0.16482358
239,22.846258
240,2.6478744
241,5.3608813
242,5.1986914
245,0.1934343
246,1.3512064
247,28.412935
249,5.036187
250,4.602064
252,5.2269564
253,0.7800988
254,15.897153
261,12.624466
263,13.739732
264,33.271225
268,2.5730014
271,0.98847324
272,3.9773061
276,18.444088
278,1.3423582
281,2.0969775
282,1.7673123
283,33.02759
284,2.6785998
289,1.6526356
293,3.258868
295,5.9228673
297,15.815534
301,6.4980664
302,2.0737002
303,11.671455
306,5.7493477
308,15.414908
309,-0.04306045
310,0.942766
311,6.1061497
312,0.05421093
313,7.794813
315,11.714264
316,4.0491776
318,2.2772582
319,2.7599907
320,4.5286126
322,4.2243433
325,13.739732
327,5.0873976
329,-0.40789273
330,7.1383705
331,0.52372146
332,1.4053376
336,5.334734
340,0.7805272
343,2.349522
344,4.5551214
345,2.4368956
346,5.3550067
347,2.3442733
350,2.0477948
351,2.3442733
352,3.3070378
354,3.2208169
357,13.739732
361,4.374104
362,7.3187013
371,3.7335544
374,4.0448313
375,4.5726447
378,3.0618188
379,4.166105
380,73.640656
381,2.2620945
382,1.4349399
385,3.6056554
386,1.4528449
390,1.6992953
392,35.85396
393,6.4273357
399,2.8399663
400,13.116095
401,4.630377
402,0.96710247
406,4.8169627
407,6.3232317
408,8.935942
410,1.2007997
411,1.5122926
418,12.330688
419,4.022218
421,2.4133453
422,3.924168
424,0.7827038
427,3.17602
428,0.6195273
429,5.1476703
432,7.008398
433,1.0370831
434,51.49192
435,2.838616
436,6.5155325
440,4.605068
441,2.2485013
443,3.258868
444,0.9713201
445,7.7624083
446,3.3816276
451,4.602064
453,15.919309
454,3.5109124
455,1.2007997
456,5.1476703
457,0.007956326
462,2.8290195
463,7.235019
470,5.2294707
474,5.540215
477,2.5536778
478,5.7636857
480,5.48075
482,1.8386343
483,2.8461983
484,0.2914806
487,3.17602
488,1.7375834
489,1.9061358
493,27.885286
494,4.728929
497,0.28233695
498,5.216436
500,6.820071
501,3.1797137
504,0.37276965
505,4.311463
508,2.3098338
512,0.8872524
513,1.0100665
514,1.7942877
516,30.115992
